MODUL_CATEGORY	MODULE_LABEL	MODULE_FOURNISSEUR					
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Accident	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.		fixe			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.		fixe			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.		fixe			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.		fixe			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.		fixe			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.		fixe			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	5/6 OF CONSOLIDATED SALAIRES ENIM IN CASE OF ILLNESS (MINUS ENIM REMITTANCE COVERING 2/3 OF THE CONSOLIDATED SALAIRES OF THE CATEGORY + 100% OF THE DIFFERENCE BETWEEN THE CONSOLIDATED SALARIES AND THE REAL SALARY	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	33.33	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	80	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Temporary Disability Illness	Formula 3	Anker Verzekeringen n.v.	100	pourcentage			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
Assistance and Repatriation	Medical excellent and homeland	Anker Verzekeringen n.v.		fixe			
